M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	2.8752	 1.005	50.970	33.927	         	 0.770	 3.517	 5.019	31.327	-2.81e-13	 8.61697	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8762	 1.005	50.970	33.927	         	 0.770	 3.517	 5.019	31.327	-2.81e-13	 8.61655	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8772	 1.005	50.970	33.926	         	 0.770	 3.517	 5.019	31.327	-2.81e-13	 8.61612	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8782	 1.006	50.970	33.926	         	 0.770	 3.517	 5.019	31.327	-2.81e-13	 8.61569	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8792	 1.006	50.970	33.926	         	 0.770	 3.517	 5.019	31.327	-2.81e-13	 8.61527	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8802	 1.006	50.970	33.925	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61484	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8812	 1.006	50.970	33.925	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61441	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8822	 1.007	50.970	33.924	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61398	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8832	 1.007	50.970	33.924	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61355	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8842	 1.007	50.970	33.924	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61312	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8852	 1.007	50.970	33.923	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61269	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8862	 1.008	50.971	33.923	         	 0.770	 3.517	 5.019	31.327	-2.80e-13	 8.61225	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8872	 1.008	50.971	33.923	         	 0.770	 3.517	 5.019	31.327	-2.79e-13	 8.61182	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8882	 1.008	50.971	33.922	         	 0.770	 3.517	 5.019	31.327	-2.79e-13	 8.61139	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8892	 1.008	50.971	33.922	         	 0.770	 3.517	 5.019	31.327	-2.79e-13	 8.61095	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8902	 1.008	50.971	33.922	         	 0.770	 3.517	 5.019	31.327	-2.79e-13	 8.61052	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8912	 1.009	50.971	33.921	         	 0.770	 3.517	 5.019	31.327	-2.79e-13	 8.61008	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8922	 1.009	50.971	33.921	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60964	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8932	 1.009	50.971	33.921	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60921	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8942	 1.009	50.971	33.920	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60877	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8952	 1.010	50.971	33.920	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60833	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8962	 1.010	50.971	33.920	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60789	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8972	 1.010	50.971	33.919	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60745	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8982	 1.010	50.971	33.919	         	 0.770	 3.517	 5.019	31.327	-2.78e-13	 8.60701	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.8992	 1.011	50.971	33.919	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60657	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9002	 1.011	50.971	33.918	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60613	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9012	 1.011	50.971	33.918	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60568	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9022	 1.011	50.971	33.917	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60524	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9032	 1.011	50.971	33.917	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60480	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9042	 1.012	50.971	33.917	         	 0.770	 3.517	 5.019	31.327	-2.77e-13	 8.60435	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9052	 1.012	50.971	33.916	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60391	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9062	 1.012	50.972	33.916	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60346	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9072	 1.012	50.972	33.916	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60301	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9082	 1.013	50.972	33.915	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60257	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9092	 1.013	50.972	33.915	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60212	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9102	 1.013	50.972	33.915	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60167	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9112	 1.013	50.972	33.914	         	 0.770	 3.517	 5.019	31.327	-2.76e-13	 8.60122	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9122	 1.014	50.972	33.914	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.60077	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9132	 1.014	50.972	33.914	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.60032	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9142	 1.014	50.972	33.913	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.59986	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9152	 1.014	50.972	33.913	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.59941	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9162	 1.014	50.972	33.913	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.59896	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9172	 1.015	50.972	33.912	         	 0.770	 3.517	 5.019	31.327	-2.75e-13	 8.59850	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9182	 1.015	50.972	33.912	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59805	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9192	 1.015	50.972	33.912	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59759	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9202	 1.015	50.972	33.911	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59713	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9212	 1.016	50.972	33.911	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59668	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9222	 1.016	50.972	33.911	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59622	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9232	 1.016	50.972	33.910	         	 0.770	 3.517	 5.019	31.327	-2.74e-13	 8.59576	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9242	 1.016	50.972	33.910	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59530	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9252	 1.017	50.972	33.909	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59484	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9262	 1.017	50.972	33.909	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59438	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9272	 1.017	50.973	33.909	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59392	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9282	 1.017	50.973	33.908	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59346	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9292	 1.018	50.973	33.908	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59299	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9302	 1.018	50.973	33.908	         	 0.770	 3.517	 5.019	31.327	-2.73e-13	 8.59253	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9312	 1.018	50.973	33.907	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.59206	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9322	 1.018	50.973	33.907	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.59160	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9332	 1.018	50.973	33.907	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.59113	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9342	 1.019	50.973	33.906	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.59066	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9352	 1.019	50.973	33.906	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.59020	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9362	 1.019	50.973	33.906	         	 0.770	 3.517	 5.019	31.327	-2.72e-13	 8.58973	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9372	 1.019	50.973	33.905	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58926	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9382	 1.020	50.973	33.905	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58879	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9392	 1.020	50.973	33.905	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58832	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9402	 1.020	50.973	33.904	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58785	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9412	 1.020	50.973	33.904	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58737	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9422	 1.021	50.973	33.904	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58690	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9432	 1.021	50.973	33.903	         	 0.770	 3.517	 5.019	31.327	-2.71e-13	 8.58643	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9442	 1.021	50.973	33.903	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58595	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9452	 1.021	50.973	33.903	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58547	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9462	 1.021	50.973	33.902	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58500	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9472	 1.022	50.974	33.902	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58452	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9482	 1.022	50.974	33.902	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58404	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9492	 1.022	50.974	33.901	         	 0.770	 3.517	 5.019	31.327	-2.70e-13	 8.58356	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9502	 1.022	50.974	33.901	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58308	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9512	 1.023	50.974	33.900	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58260	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9522	 1.023	50.974	33.900	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58212	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9532	 1.023	50.974	33.900	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58164	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9542	 1.023	50.974	33.899	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58116	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9552	 1.024	50.974	33.899	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58067	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9562	 1.024	50.974	33.899	         	 0.770	 3.517	 5.019	31.327	-2.69e-13	 8.58019	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9572	 1.024	50.974	33.898	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57970	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9582	 1.024	50.974	33.898	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57922	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9592	 1.024	50.974	33.898	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57873	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9602	 1.025	50.974	33.897	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57824	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9612	 1.025	50.974	33.897	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57776	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9622	 1.025	50.974	33.897	         	 0.770	 3.517	 5.019	31.327	-2.68e-13	 8.57727	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9632	 1.025	50.974	33.896	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57678	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9642	 1.026	50.974	33.896	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57628	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9652	 1.026	50.974	33.896	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57579	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9662	 1.026	50.974	33.895	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57530	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9672	 1.026	50.975	33.895	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57481	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9682	 1.027	50.975	33.895	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57431	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9692	 1.027	50.975	33.894	         	 0.770	 3.517	 5.019	31.327	-2.67e-13	 8.57382	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9702	 1.027	50.975	33.894	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57332	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9712	 1.027	50.975	33.894	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57282	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9722	 1.027	50.975	33.893	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57233	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9732	 1.028	50.975	33.893	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57183	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9742	 1.028	50.975	33.893	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57133	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9752	 1.028	50.975	33.892	         	 0.770	 3.517	 5.019	31.327	-2.66e-13	 8.57083	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9762	 1.028	50.975	33.892	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.57033	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9772	 1.029	50.975	33.892	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56982	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9782	 1.029	50.975	33.891	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56932	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9792	 1.029	50.975	33.891	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56882	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9802	 1.029	50.975	33.891	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56831	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9812	 1.030	50.975	33.890	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56781	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9822	 1.030	50.975	33.890	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56730	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9832	 1.030	50.975	33.890	         	 0.770	 3.517	 5.019	31.327	-2.65e-13	 8.56679	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9842	 1.030	50.975	33.889	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56628	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9852	 1.030	50.975	33.889	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56578	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9862	 1.031	50.975	33.889	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56527	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9872	 1.031	50.975	33.888	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56475	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9882	 1.031	50.976	33.888	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56424	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9892	 1.031	50.976	33.888	         	 0.770	 3.517	 5.019	31.327	-2.64e-13	 8.56373	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9902	 1.032	50.976	33.887	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56322	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9912	 1.032	50.976	33.887	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56270	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9922	 1.032	50.976	33.887	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56219	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9932	 1.032	50.976	33.886	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56167	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9942	 1.033	50.976	33.886	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56115	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9952	 1.033	50.976	33.886	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56064	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9962	 1.033	50.976	33.885	         	 0.770	 3.517	 5.019	31.327	-2.63e-13	 8.56012	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9972	 1.033	50.976	33.885	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55960	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9982	 1.033	50.976	33.884	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55908	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.9992	 1.034	50.976	33.884	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55856	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0002	 1.034	50.976	33.884	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55803	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0012	 1.034	50.976	33.883	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55751	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0022	 1.034	50.976	33.883	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55698	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0032	 1.035	50.976	33.883	         	 0.770	 3.517	 5.019	31.327	-2.62e-13	 8.55646	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0042	 1.035	50.976	33.882	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55593	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0052	 1.035	50.976	33.882	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55541	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0062	 1.035	50.976	33.882	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55488	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0072	 1.035	50.976	33.881	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55435	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0082	 1.036	50.976	33.881	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55382	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0092	 1.036	50.977	33.881	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55329	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0102	 1.036	50.977	33.880	         	 0.770	 3.517	 5.019	31.327	-2.61e-13	 8.55276	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	3.0112	 1.036	50.977	33.880	         	 0.770	 3.517	 5.019	31.327	-2.60e-13	 8.55222	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
