M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.200	 0.229	2.3892	 0.888	50.943	34.115	         	 0.770	 3.517	 5.019	31.327	-3.83e-13	 8.76665	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3902	 0.889	50.943	34.114	         	 0.770	 3.517	 5.019	31.327	-3.83e-13	 8.76643	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3912	 0.889	50.943	34.114	         	 0.770	 3.517	 5.019	31.327	-3.82e-13	 8.76621	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3922	 0.889	50.943	34.113	         	 0.770	 3.517	 5.019	31.327	-3.82e-13	 8.76599	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3932	 0.889	50.943	34.113	         	 0.770	 3.517	 5.019	31.327	-3.82e-13	 8.76577	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3942	 0.889	50.943	34.112	         	 0.770	 3.517	 5.019	31.327	-3.82e-13	 8.76554	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3952	 0.890	50.944	34.112	         	 0.770	 3.517	 5.019	31.327	-3.81e-13	 8.76532	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3962	 0.890	50.944	34.112	         	 0.770	 3.517	 5.019	31.327	-3.81e-13	 8.76510	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3972	 0.890	50.944	34.111	         	 0.770	 3.517	 5.019	31.327	-3.81e-13	 8.76487	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3982	 0.890	50.944	34.111	         	 0.770	 3.517	 5.019	31.327	-3.81e-13	 8.76465	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3992	 0.891	50.944	34.110	         	 0.770	 3.517	 5.019	31.327	-3.80e-13	 8.76443	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4002	 0.891	50.944	34.110	         	 0.770	 3.517	 5.019	31.327	-3.80e-13	 8.76420	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4012	 0.891	50.944	34.109	         	 0.770	 3.517	 5.019	31.327	-3.80e-13	 8.76398	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4022	 0.891	50.944	34.109	         	 0.770	 3.517	 5.019	31.327	-3.80e-13	 8.76375	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4032	 0.892	50.944	34.109	         	 0.770	 3.517	 5.019	31.327	-3.79e-13	 8.76353	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4042	 0.892	50.944	34.108	         	 0.770	 3.517	 5.019	31.327	-3.79e-13	 8.76330	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4052	 0.892	50.944	34.108	         	 0.770	 3.517	 5.019	31.327	-3.79e-13	 8.76308	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4062	 0.892	50.944	34.107	         	 0.770	 3.517	 5.019	31.327	-3.78e-13	 8.76285	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4072	 0.893	50.944	34.107	         	 0.770	 3.517	 5.019	31.327	-3.78e-13	 8.76263	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4082	 0.893	50.944	34.107	         	 0.770	 3.517	 5.019	31.327	-3.78e-13	 8.76240	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4092	 0.893	50.944	34.106	         	 0.770	 3.517	 5.019	31.327	-3.78e-13	 8.76217	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4102	 0.893	50.944	34.106	         	 0.770	 3.517	 5.019	31.327	-3.77e-13	 8.76195	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4112	 0.894	50.944	34.105	         	 0.770	 3.517	 5.019	31.327	-3.77e-13	 8.76172	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4122	 0.894	50.945	34.105	         	 0.770	 3.517	 5.019	31.327	-3.77e-13	 8.76149	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4132	 0.894	50.945	34.104	         	 0.770	 3.517	 5.019	31.327	-3.77e-13	 8.76126	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4142	 0.894	50.945	34.104	         	 0.770	 3.517	 5.019	31.327	-3.76e-13	 8.76104	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4152	 0.895	50.945	34.104	         	 0.770	 3.517	 5.019	31.327	-3.76e-13	 8.76081	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4162	 0.895	50.945	34.103	         	 0.770	 3.517	 5.019	31.327	-3.76e-13	 8.76058	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4172	 0.895	50.945	34.103	         	 0.770	 3.517	 5.019	31.327	-3.76e-13	 8.76035	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4182	 0.895	50.945	34.102	         	 0.770	 3.517	 5.019	31.327	-3.75e-13	 8.76012	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4192	 0.896	50.945	34.102	         	 0.770	 3.517	 5.019	31.327	-3.75e-13	 8.75989	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4202	 0.896	50.945	34.102	         	 0.770	 3.517	 5.019	31.327	-3.75e-13	 8.75966	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4212	 0.896	50.945	34.101	         	 0.770	 3.517	 5.019	31.327	-3.75e-13	 8.75943	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4222	 0.896	50.945	34.101	         	 0.770	 3.517	 5.019	31.327	-3.74e-13	 8.75920	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4232	 0.897	50.945	34.100	         	 0.770	 3.517	 5.019	31.327	-3.74e-13	 8.75897	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4242	 0.897	50.945	34.100	         	 0.770	 3.517	 5.019	31.327	-3.74e-13	 8.75874	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4252	 0.897	50.945	34.099	         	 0.770	 3.517	 5.019	31.327	-3.74e-13	 8.75851	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4262	 0.897	50.945	34.099	         	 0.770	 3.517	 5.019	31.327	-3.73e-13	 8.75828	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4272	 0.898	50.945	34.099	         	 0.770	 3.517	 5.019	31.327	-3.73e-13	 8.75805	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4282	 0.898	50.945	34.098	         	 0.770	 3.517	 5.019	31.327	-3.73e-13	 8.75781	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4292	 0.898	50.946	34.098	         	 0.770	 3.517	 5.019	31.327	-3.72e-13	 8.75758	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4302	 0.898	50.946	34.097	         	 0.770	 3.517	 5.019	31.327	-3.72e-13	 8.75735	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4312	 0.899	50.946	34.097	         	 0.770	 3.517	 5.019	31.327	-3.72e-13	 8.75712	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4322	 0.899	50.946	34.096	         	 0.770	 3.517	 5.019	31.327	-3.72e-13	 8.75688	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4332	 0.899	50.946	34.096	         	 0.770	 3.517	 5.019	31.327	-3.72e-13	 8.75665	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4342	 0.899	50.946	34.096	         	 0.770	 3.517	 5.019	31.327	-3.71e-13	 8.75642	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4352	 0.900	50.946	34.095	         	 0.770	 3.517	 5.019	31.327	-3.71e-13	 8.75618	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4362	 0.900	50.946	34.095	         	 0.770	 3.517	 5.019	31.327	-3.71e-13	 8.75595	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4372	 0.900	50.946	34.094	         	 0.770	 3.517	 5.019	31.327	-3.70e-13	 8.75571	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4382	 0.900	50.946	34.094	         	 0.770	 3.517	 5.019	31.327	-3.70e-13	 8.75548	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4392	 0.901	50.946	34.094	         	 0.770	 3.517	 5.019	31.327	-3.70e-13	 8.75524	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4402	 0.901	50.946	34.093	         	 0.770	 3.517	 5.019	31.327	-3.70e-13	 8.75501	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4412	 0.901	50.946	34.093	         	 0.770	 3.517	 5.019	31.327	-3.70e-13	 8.75477	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4422	 0.901	50.946	34.092	         	 0.770	 3.517	 5.019	31.327	-3.69e-13	 8.75454	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4432	 0.902	50.946	34.092	         	 0.770	 3.517	 5.019	31.327	-3.69e-13	 8.75430	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4442	 0.902	50.946	34.092	         	 0.770	 3.517	 5.019	31.327	-3.69e-13	 8.75406	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4452	 0.902	50.947	34.091	         	 0.770	 3.517	 5.019	31.327	-3.68e-13	 8.75383	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4462	 0.902	50.947	34.091	         	 0.770	 3.517	 5.019	31.327	-3.68e-13	 8.75359	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4472	 0.903	50.947	34.090	         	 0.770	 3.517	 5.019	31.327	-3.68e-13	 8.75335	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4482	 0.903	50.947	34.090	         	 0.770	 3.517	 5.019	31.327	-3.68e-13	 8.75312	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4492	 0.903	50.947	34.089	         	 0.770	 3.517	 5.019	31.327	-3.68e-13	 8.75288	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4502	 0.903	50.947	34.089	         	 0.770	 3.517	 5.019	31.327	-3.67e-13	 8.75264	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4512	 0.904	50.947	34.089	         	 0.770	 3.517	 5.019	31.327	-3.67e-13	 8.75240	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4522	 0.904	50.947	34.088	         	 0.770	 3.517	 5.019	31.327	-3.67e-13	 8.75216	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4532	 0.904	50.947	34.088	         	 0.770	 3.517	 5.019	31.327	-3.66e-13	 8.75192	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4542	 0.904	50.947	34.087	         	 0.770	 3.517	 5.019	31.327	-3.66e-13	 8.75168	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4552	 0.905	50.947	34.087	         	 0.770	 3.517	 5.019	31.327	-3.66e-13	 8.75144	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4562	 0.905	50.947	34.087	         	 0.770	 3.517	 5.019	31.327	-3.66e-13	 8.75120	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4572	 0.905	50.947	34.086	         	 0.770	 3.517	 5.019	31.327	-3.66e-13	 8.75096	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4582	 0.905	50.947	34.086	         	 0.770	 3.517	 5.019	31.327	-3.65e-13	 8.75072	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4592	 0.906	50.947	34.085	         	 0.770	 3.517	 5.019	31.327	-3.65e-13	 8.75048	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4602	 0.906	50.947	34.085	         	 0.770	 3.517	 5.019	31.327	-3.65e-13	 8.75024	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4612	 0.906	50.947	34.084	         	 0.770	 3.517	 5.019	31.327	-3.64e-13	 8.75000	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4622	 0.906	50.948	34.084	         	 0.770	 3.517	 5.019	31.327	-3.64e-13	 8.74976	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4632	 0.907	50.948	34.084	         	 0.770	 3.517	 5.019	31.327	-3.64e-13	 8.74952	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4642	 0.907	50.948	34.083	         	 0.770	 3.517	 5.019	31.327	-3.64e-13	 8.74927	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4652	 0.907	50.948	34.083	         	 0.770	 3.517	 5.019	31.327	-3.64e-13	 8.74903	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4662	 0.907	50.948	34.082	         	 0.770	 3.517	 5.019	31.327	-3.63e-13	 8.74879	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4672	 0.907	50.948	34.082	         	 0.770	 3.517	 5.019	31.327	-3.63e-13	 8.74854	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4682	 0.908	50.948	34.082	         	 0.770	 3.517	 5.019	31.327	-3.63e-13	 8.74830	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4692	 0.908	50.948	34.081	         	 0.770	 3.517	 5.019	31.327	-3.62e-13	 8.74806	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4702	 0.908	50.948	34.081	         	 0.770	 3.517	 5.019	31.327	-3.62e-13	 8.74781	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4712	 0.908	50.948	34.080	         	 0.770	 3.517	 5.019	31.327	-3.62e-13	 8.74757	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4722	 0.909	50.948	34.080	         	 0.770	 3.517	 5.019	31.327	-3.62e-13	 8.74732	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4732	 0.909	50.948	34.080	         	 0.770	 3.517	 5.019	31.327	-3.62e-13	 8.74708	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4742	 0.909	50.948	34.079	         	 0.770	 3.517	 5.019	31.327	-3.61e-13	 8.74683	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4752	 0.909	50.948	34.079	         	 0.770	 3.517	 5.019	31.327	-3.61e-13	 8.74659	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4762	 0.910	50.948	34.078	         	 0.770	 3.517	 5.019	31.327	-3.61e-13	 8.74634	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4772	 0.910	50.948	34.078	         	 0.770	 3.517	 5.019	31.327	-3.61e-13	 8.74609	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4782	 0.910	50.948	34.078	         	 0.770	 3.517	 5.019	31.327	-3.60e-13	 8.74585	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4792	 0.910	50.948	34.077	         	 0.770	 3.517	 5.019	31.327	-3.60e-13	 8.74560	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4802	 0.911	50.949	34.077	         	 0.770	 3.517	 5.019	31.327	-3.60e-13	 8.74535	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4812	 0.911	50.949	34.076	         	 0.770	 3.517	 5.019	31.327	-3.60e-13	 8.74511	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4822	 0.911	50.949	34.076	         	 0.770	 3.517	 5.019	31.327	-3.59e-13	 8.74486	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4832	 0.911	50.949	34.075	         	 0.770	 3.517	 5.019	31.327	-3.59e-13	 8.74461	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4842	 0.912	50.949	34.075	         	 0.770	 3.517	 5.019	31.327	-3.59e-13	 8.74436	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4852	 0.912	50.949	34.075	         	 0.770	 3.517	 5.019	31.327	-3.59e-13	 8.74411	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4862	 0.912	50.949	34.074	         	 0.770	 3.517	 5.019	31.327	-3.58e-13	 8.74386	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4872	 0.912	50.949	34.074	         	 0.770	 3.517	 5.019	31.327	-3.58e-13	 8.74361	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4882	 0.913	50.949	34.073	         	 0.770	 3.517	 5.019	31.327	-3.58e-13	 8.74337	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4892	 0.913	50.949	34.073	         	 0.770	 3.517	 5.019	31.327	-3.58e-13	 8.74312	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4902	 0.913	50.949	34.073	         	 0.770	 3.517	 5.019	31.327	-3.57e-13	 8.74286	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4912	 0.913	50.949	34.072	         	 0.770	 3.517	 5.019	31.327	-3.57e-13	 8.74261	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4922	 0.914	50.949	34.072	         	 0.770	 3.517	 5.019	31.327	-3.57e-13	 8.74236	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4932	 0.914	50.949	34.071	         	 0.770	 3.517	 5.019	31.327	-3.57e-13	 8.74211	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4942	 0.914	50.949	34.071	         	 0.770	 3.517	 5.019	31.327	-3.57e-13	 8.74186	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4952	 0.914	50.949	34.071	         	 0.770	 3.517	 5.019	31.327	-3.56e-13	 8.74161	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4962	 0.915	50.949	34.070	         	 0.770	 3.517	 5.019	31.327	-3.56e-13	 8.74136	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4972	 0.915	50.950	34.070	         	 0.770	 3.517	 5.019	31.327	-3.56e-13	 8.74110	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4982	 0.915	50.950	34.069	         	 0.770	 3.517	 5.019	31.327	-3.55e-13	 8.74085	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.4992	 0.915	50.950	34.069	         	 0.770	 3.517	 5.019	31.327	-3.55e-13	 8.74060	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5002	 0.916	50.950	34.069	         	 0.770	 3.517	 5.019	31.327	-3.55e-13	 8.74034	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5012	 0.916	50.950	34.068	         	 0.770	 3.517	 5.019	31.327	-3.55e-13	 8.74009	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5022	 0.916	50.950	34.068	         	 0.770	 3.517	 5.019	31.327	-3.55e-13	 8.73984	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5032	 0.916	50.950	34.067	         	 0.770	 3.517	 5.019	31.327	-3.54e-13	 8.73958	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5042	 0.917	50.950	34.067	         	 0.770	 3.517	 5.019	31.327	-3.54e-13	 8.73933	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5052	 0.917	50.950	34.067	         	 0.770	 3.517	 5.019	31.327	-3.54e-13	 8.73907	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5062	 0.917	50.950	34.066	         	 0.770	 3.517	 5.019	31.327	-3.54e-13	 8.73882	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5072	 0.917	50.950	34.066	         	 0.770	 3.517	 5.019	31.327	-3.53e-13	 8.73856	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5082	 0.918	50.950	34.065	         	 0.770	 3.517	 5.019	31.327	-3.53e-13	 8.73830	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5092	 0.918	50.950	34.065	         	 0.770	 3.517	 5.019	31.327	-3.53e-13	 8.73805	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5102	 0.918	50.950	34.065	         	 0.770	 3.517	 5.019	31.327	-3.53e-13	 8.73779	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5112	 0.918	50.950	34.064	         	 0.770	 3.517	 5.019	31.327	-3.53e-13	 8.73753	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5122	 0.918	50.950	34.064	         	 0.770	 3.517	 5.019	31.327	-3.52e-13	 8.73728	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5132	 0.919	50.950	34.063	         	 0.770	 3.517	 5.019	31.327	-3.52e-13	 8.73702	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5142	 0.919	50.951	34.063	         	 0.770	 3.517	 5.019	31.327	-3.52e-13	 8.73676	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5152	 0.919	50.951	34.062	         	 0.770	 3.517	 5.019	31.327	-3.51e-13	 8.73650	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5162	 0.919	50.951	34.062	         	 0.770	 3.517	 5.019	31.327	-3.51e-13	 8.73625	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5172	 0.920	50.951	34.062	         	 0.770	 3.517	 5.019	31.327	-3.51e-13	 8.73599	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5182	 0.920	50.951	34.061	         	 0.770	 3.517	 5.019	31.327	-3.51e-13	 8.73573	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5192	 0.920	50.951	34.061	         	 0.770	 3.517	 5.019	31.327	-3.51e-13	 8.73547	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5202	 0.920	50.951	34.060	         	 0.770	 3.517	 5.019	31.327	-3.50e-13	 8.73521	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5212	 0.921	50.951	34.060	         	 0.770	 3.517	 5.019	31.327	-3.50e-13	 8.73495	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5222	 0.921	50.951	34.060	         	 0.770	 3.517	 5.019	31.327	-3.50e-13	 8.73469	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5232	 0.921	50.951	34.059	         	 0.770	 3.517	 5.019	31.327	-3.50e-13	 8.73443	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5242	 0.921	50.951	34.059	         	 0.770	 3.517	 5.019	31.327	-3.49e-13	 8.73416	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.5252	 0.922	50.951	34.058	         	 0.770	 3.517	 5.019	31.327	-3.49e-13	 8.73390	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
