M2	R2	Per	Sep	logJ	logjtot	logMLR2	zeta	logT2	log(g2)	logL2	Pdot	logt	BMag	VMag	RMag	IMag	JMag	HMag	KMag	SpT
Msun	Rsun	h	Rsun	[10-7J.s]	[10-7N.m]	[Msun/yr]	 	[K]	[cm2/s]	[10-7W]	s/s	[yr]	mag	mag	mag	mag	mag	mag	mag	
------	------	------	------	------	------	---------	------	------	------	------	---------	--------	-----	-----	-----	-----	-----	-----	-----	----
 0.175	 0.209	2.0991	 0.808	50.870	33.762	  -10.422	 0.739	 3.510	 5.039	31.220	-3.11e-14	 9.32294	14.20	12.78	11.73	10.30	 8.72	 8.15	 7.86	M4.3
 0.176	 0.210	2.1063	 0.810	50.873	33.763	  -10.421	 0.741	 3.510	 5.037	31.225	-3.12e-14	 9.31745	14.19	12.77	11.72	10.29	 8.71	 8.14	 7.85	M4.3
 0.177	 0.211	2.1135	 0.812	50.876	33.765	  -10.420	 0.743	 3.511	 5.036	31.230	-3.10e-14	 9.31190	14.15	12.73	11.69	10.27	 8.69	 8.12	 7.83	M4.3
 0.178	 0.212	2.1206	 0.814	50.879	33.766	  -10.418	 0.740	 3.511	 5.035	31.235	-3.10e-14	 9.30629	14.14	12.72	11.68	10.26	 8.68	 8.11	 7.82	M4.3
 0.179	 0.213	2.1278	 0.816	50.881	33.767	  -10.417	 0.739	 3.511	 5.034	31.240	-3.08e-14	 9.30064	14.13	12.71	11.67	10.25	 8.67	 8.10	 7.81	M4.3
 0.180	 0.214	2.1348	 0.818	50.884	33.769	  -10.417	 0.736	 3.512	 5.033	31.245	-3.12e-14	 9.29493	14.09	12.68	11.63	10.22	 8.65	 8.08	 7.79	M4.3
 0.181	 0.215	2.1420	 0.820	50.887	33.770	  -10.415	 0.743	 3.512	 5.032	31.250	-3.08e-14	 9.28914	14.08	12.67	11.62	10.21	 8.64	 8.07	 7.78	M4.3
 0.182	 0.216	2.1490	 0.822	50.890	33.771	  -10.414	 0.737	 3.512	 5.030	31.254	-3.12e-14	 9.28330	14.07	12.66	11.61	10.20	 8.63	 8.06	 7.77	M4.3
 0.183	 0.216	2.1561	 0.825	50.892	33.773	  -10.413	 0.742	 3.513	 5.029	31.259	-3.11e-14	 9.27739	14.04	12.63	11.59	10.18	 8.63	 8.05	 7.77	M4.2
 0.184	 0.217	2.1631	 0.827	50.895	33.774	  -10.413	 0.741	 3.513	 5.028	31.264	-3.14e-14	 9.27141	14.03	12.62	11.58	10.17	 8.62	 8.04	 7.76	M4.2
 0.185	 0.218	2.1702	 0.829	50.898	33.775	  -10.412	 0.745	 3.513	 5.027	31.268	-3.15e-14	 9.26536	14.02	12.61	11.57	10.16	 8.61	 8.03	 7.75	M4.2
 0.186	 0.219	2.1774	 0.831	50.900	33.776	  -10.412	 0.748	 3.513	 5.026	31.273	-3.18e-14	 9.25923	14.01	12.60	11.56	10.15	 8.60	 8.02	 7.74	M4.2
 0.187	 0.220	2.1846	 0.833	50.903	33.778	  -10.413	 0.752	 3.514	 5.025	31.278	-3.23e-14	 9.25301	13.97	12.57	11.53	10.13	 8.58	 8.01	 7.72	M4.2
 0.188	 0.221	2.1919	 0.835	50.906	33.779	  -10.413	 0.761	 3.514	 5.023	31.283	-3.29e-14	 9.24669	13.96	12.56	11.52	10.12	 8.57	 8.00	 7.71	M4.2
 0.189	 0.222	2.1993	 0.837	50.908	33.780	  -10.415	 0.770	 3.514	 5.022	31.287	-3.37e-14	 9.24027	13.95	12.55	11.51	10.11	 8.56	 7.99	 7.70	M4.2
 0.190	 0.223	2.2070	 0.840	50.911	33.780	  -10.416	 0.783	 3.515	 5.021	31.292	-3.43e-14	 9.23373	13.91	12.51	11.48	10.08	 8.54	 7.97	 7.69	M4.1
 0.191	 0.224	2.2149	 0.842	50.914	33.781	  -10.418	 0.793	 3.515	 5.020	31.297	-3.49e-14	 9.22706	13.90	12.50	11.47	10.07	 8.53	 7.96	 7.68	M4.1
 0.192	 0.225	2.2229	 0.844	50.916	33.782	  -10.418	 0.804	 3.515	 5.018	31.302	-3.51e-14	 9.22027	13.89	12.49	11.46	10.06	 8.52	 7.95	 7.67	M4.1
 0.193	 0.226	2.2309	 0.847	50.919	33.783	  -10.416	 0.808	 3.515	 5.017	31.306	-3.44e-14	 9.21337	13.88	12.48	11.45	10.05	 8.51	 7.94	 7.66	M4.1
 0.194	 0.226	2.2388	 0.849	50.921	33.783	  -10.407	 0.797	 3.516	 5.016	31.311	-3.18e-14	 9.20639	13.85	12.45	11.43	10.04	 8.50	 7.93	 7.65	M4.1
 0.195	 0.227	2.2459	 0.851	50.924	33.785	  -10.389	 0.754	 3.516	 5.014	31.316	-2.61e-14	 9.19944	13.84	12.45	11.42	10.03	 8.49	 7.92	 7.64	M4.1
 0.196	 0.228	2.2515	 0.853	50.926	33.788	  -10.356	 0.669	 3.516	 5.014	31.320	-1.54e-14	 9.19267	13.83	12.44	11.41	10.02	 8.48	 7.91	 7.63	M4.1
 0.197	 0.229	2.2546	 0.854	50.929	33.792	  -10.304	 0.522	 3.517	 5.014	31.323	 2.96e-15	 9.18630	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.1
 0.198	 0.229	2.2541	 0.854	50.931	33.800	  -10.235	 0.313	 3.517	 5.014	31.325	 3.08e-14	 9.18056	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.1
 0.199	 0.229	2.2494	 0.853	50.932	33.810	  -10.150	 0.072	 3.517	 5.016	31.327	 7.11e-14	 9.17561	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.1
 0.200	 0.229	2.2406	 0.851	50.934	33.825	  -10.135	-0.177	 3.517	 5.019	31.327	 7.11e-14	 9.17150	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2425	 0.852	50.934	33.786	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17147	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2435	 0.852	50.934	33.786	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17128	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2445	 0.852	50.934	33.785	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17109	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2455	 0.852	50.934	33.785	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17089	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2465	 0.853	50.934	33.784	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17070	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2475	 0.853	50.934	33.784	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17050	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2485	 0.853	50.934	33.783	         	 0.770	 3.517	 5.019	31.327	-1.72e-13	 9.17031	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2495	 0.853	50.934	33.783	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.17011	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2505	 0.854	50.934	33.782	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16992	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2515	 0.854	50.935	33.782	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16972	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2525	 0.854	50.935	33.782	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16953	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2535	 0.854	50.935	33.781	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16933	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2545	 0.855	50.935	33.781	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16913	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2555	 0.855	50.935	33.780	         	 0.770	 3.517	 5.019	31.327	-1.71e-13	 9.16894	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2565	 0.855	50.935	33.780	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16874	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2575	 0.855	50.935	33.779	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16854	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2585	 0.856	50.935	33.779	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16835	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2595	 0.856	50.935	33.778	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16815	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2605	 0.856	50.935	33.778	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16795	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2615	 0.856	50.935	33.778	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16775	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2625	 0.857	50.935	33.777	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16756	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2635	 0.857	50.935	33.777	         	 0.770	 3.517	 5.019	31.327	-1.70e-13	 9.16736	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2645	 0.857	50.935	33.776	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16716	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2655	 0.857	50.935	33.776	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16696	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2665	 0.858	50.936	33.775	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16676	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2675	 0.858	50.936	33.775	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16656	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2685	 0.858	50.936	33.774	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16636	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2695	 0.858	50.936	33.774	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16616	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2705	 0.859	50.936	33.774	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16596	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2715	 0.859	50.936	33.773	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16576	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2725	 0.859	50.936	33.773	         	 0.770	 3.517	 5.019	31.327	-1.69e-13	 9.16556	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2735	 0.859	50.936	33.772	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16536	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2745	 0.860	50.936	33.772	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16516	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2755	 0.860	50.936	33.771	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16496	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2765	 0.860	50.936	33.771	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16476	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2775	 0.860	50.936	33.770	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16455	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2785	 0.861	50.936	33.770	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16435	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2795	 0.861	50.936	33.770	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16415	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2805	 0.861	50.936	33.769	         	 0.770	 3.517	 5.019	31.327	-1.68e-13	 9.16395	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2815	 0.861	50.936	33.769	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16374	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2825	 0.862	50.937	33.768	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16354	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2835	 0.862	50.937	33.768	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16334	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2845	 0.862	50.937	33.767	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16313	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2855	 0.862	50.937	33.767	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16293	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2865	 0.863	50.937	33.766	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16273	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2875	 0.863	50.937	33.766	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16252	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2885	 0.863	50.937	33.766	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16232	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2895	 0.863	50.937	33.765	         	 0.770	 3.517	 5.019	31.327	-1.67e-13	 9.16211	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2905	 0.864	50.937	33.765	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16191	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2915	 0.864	50.937	33.764	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16170	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2925	 0.864	50.937	33.764	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16150	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2935	 0.864	50.937	33.763	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16129	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2945	 0.865	50.937	33.763	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16109	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2955	 0.865	50.937	33.762	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16088	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2965	 0.865	50.937	33.762	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16067	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2975	 0.865	50.937	33.762	         	 0.770	 3.517	 5.019	31.327	-1.66e-13	 9.16047	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2985	 0.866	50.938	33.761	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.16026	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.2995	 0.866	50.938	33.761	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.16005	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3005	 0.866	50.938	33.760	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15985	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3015	 0.866	50.938	33.760	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15964	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3025	 0.867	50.938	33.759	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15943	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3035	 0.867	50.938	33.759	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15922	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3045	 0.867	50.938	33.758	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15901	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3055	 0.867	50.938	33.758	         	 0.770	 3.517	 5.019	31.327	-1.65e-13	 9.15880	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3065	 0.868	50.938	33.758	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15860	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3075	 0.868	50.938	33.757	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15839	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3085	 0.868	50.938	33.757	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15818	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3095	 0.868	50.938	33.756	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15797	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3105	 0.869	50.938	33.756	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15776	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3115	 0.869	50.938	33.755	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15755	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3125	 0.869	50.938	33.755	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15734	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3135	 0.869	50.938	33.755	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15713	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3145	 0.870	50.939	33.754	         	 0.770	 3.517	 5.019	31.327	-1.64e-13	 9.15691	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3155	 0.870	50.939	33.754	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15670	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3165	 0.870	50.939	33.753	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15649	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3175	 0.870	50.939	33.753	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15628	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3185	 0.871	50.939	33.752	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15607	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3195	 0.871	50.939	33.752	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15586	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3205	 0.871	50.939	33.751	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15564	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3215	 0.871	50.939	33.751	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15543	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3225	 0.872	50.939	33.751	         	 0.770	 3.517	 5.019	31.327	-1.63e-13	 9.15522	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3235	 0.872	50.939	33.750	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15500	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3245	 0.872	50.939	33.750	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15479	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3255	 0.872	50.939	33.749	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15458	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3265	 0.873	50.939	33.749	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15436	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3275	 0.873	50.939	33.748	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15415	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3285	 0.873	50.939	33.748	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15393	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3295	 0.873	50.939	33.748	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15372	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3305	 0.874	50.940	33.747	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15350	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3315	 0.874	50.940	33.747	         	 0.770	 3.517	 5.019	31.327	-1.62e-13	 9.15329	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3325	 0.874	50.940	33.746	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15307	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3335	 0.874	50.940	33.746	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15286	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3345	 0.875	50.940	33.745	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15264	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3355	 0.875	50.940	33.745	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15243	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3365	 0.875	50.940	33.744	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15221	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3375	 0.875	50.940	33.744	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15199	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3385	 0.876	50.940	33.744	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15177	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3395	 0.876	50.940	33.743	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15156	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3405	 0.876	50.940	33.743	         	 0.770	 3.517	 5.019	31.327	-1.61e-13	 9.15134	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3415	 0.876	50.940	33.742	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15112	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3425	 0.877	50.940	33.742	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15090	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3435	 0.877	50.940	33.741	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15068	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3445	 0.877	50.940	33.741	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15047	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3455	 0.877	50.940	33.741	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15025	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3465	 0.878	50.941	33.740	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.15003	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3475	 0.878	50.941	33.740	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.14981	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3485	 0.878	50.941	33.739	         	 0.770	 3.517	 5.019	31.327	-1.60e-13	 9.14959	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3495	 0.878	50.941	33.739	         	 0.770	 3.517	 5.019	31.327	-1.59e-13	 9.14937	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3505	 0.879	50.941	33.738	         	 0.770	 3.517	 5.019	31.327	-1.59e-13	 9.14915	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
 0.200	 0.229	2.3515	 0.879	50.941	33.738	         	 0.770	 3.517	 5.019	31.327	-1.59e-13	 9.14893	13.79	12.40	11.38	 9.99	 8.47	 7.90	 7.61	M4.0
